Id,SalePrice
1461,120362.55695007888
1462,163270.7122404085
1463,193659.75466320897
1464,205212.40511803248
1465,190336.76018178766
1466,172946.56149307935
1467,179769.59758782003
1468,164115.43943166174
1469,187031.1667995407
1470,126216.60652524533
1471,186062.1444124214
1472,96157.43142512326
1473,99224.07179338147
1474,148304.09325094966
1475,113844.04305321073
1476,359171.0140660171
1477,243179.6957300495
1478,288418.39312413975
1479,282918.2302069688
1480,494827.85008616623
1481,317052.9190307336
1482,205159.36666867445
1483,178286.28616139325
1484,163232.38594537583
1485,185812.80205556855
1486,195245.40992680631
1487,339970.9001084052
1488,232021.90091592108
1489,200645.59358234456
1490,246195.67652529193
1491,194282.30040706793
1492,93030.06875347153
1493,188797.23640997693
1494,284070.53971985617
1495,285800.759950574
1496,244855.19637410506
1497,185612.84153224615
1498,169927.76085175588
1499,163752.69930409204
1500,160995.0851541307
1501,182380.95854423166
1502,141534.04784161889
1503,301032.8195323737
1504,241907.84711408423
1505,234234.38915200517
1506,182467.00911979255
1507,256585.57501162172
1508,200099.0533854966
1509,162867.56638165013
1510,150579.04526937744
1511,155518.341809056
1512,184949.53987267218
1513,149160.1515876173
1514,175860.36939996653
1515,192216.63744555847
1516,153739.06150346578
1517,172062.4127100724
1518,125972.62010322146
1519,224655.2080462764
1520,131261.9071382973
1521,138412.9502290301
1522,179701.64825318515
1523,113845.69051867601
1524,125849.02910987001
1525,122681.40740651281
1526,113423.71450582557
1527,105948.45685690988
1528,132064.59443757287
1529,153778.71915239497
1530,181503.19995837295
1531,108654.78157064927
1532,92853.24242618993
1533,149436.2044597395
1534,121169.91852243771
1535,152618.63606127742
1536,109390.95186904869
1537,64872.13990070685
1538,158752.88365065926
1539,187997.47097344586
1540,93609.83427491185
1541,143025.17203916912
1542,139388.22286823485
1543,196442.1787108608
1544,82306.22212646679
1545,111387.68562805298
1546,130929.77926732159
1547,132311.45320280228
1548,138241.91310927807
1549,115117.33121202083
1550,134168.08309851866
1551,109398.9946658457
1552,145113.75029214076
1553,146980.56661926443
1554,117755.16028650927
1555,163749.40157889295
1556,86092.39332069132
1557,103897.76012708091
1558,97212.84090450843
1559,73258.0634967581
1560,128456.78649044366
1561,146255.44467696635
1562,127333.95131828875
1563,124959.2682776306
1564,153792.69745760938
1565,153216.39431261644
1566,240671.8212657953
1567,79324.73627726577
1568,231288.7350222974
1569,134052.11419706882
1570,133118.30997554917
1571,115962.96911237453
1572,142776.01688388604
1573,244726.21375376813
1574,121019.38349801385
1575,237315.69766078447
1576,255055.01871554324
1577,185490.57546335267
1578,145090.74481088782
1579,148465.7808323598
1580,190997.94134636965
1581,156622.10457791886
1582,128185.1330482935
1583,305889.5304587629
1584,221286.53626949983
1585,138359.873244765
1586,71179.22607448764
1587,105840.58142431025
1588,156285.86628731395
1589,109118.27843071283
1590,132069.4261503623
1591,87845.33558283398
1592,116030.97341601273
1593,129397.06266788972
1594,139913.08647619287
1595,112963.14962899308
1596,212778.41815623757
1597,188080.18938726827
1598,215462.52866477653
1599,166605.0123850951
1600,158394.8799130344
1601,67806.46826510454
1602,123903.88064927633
1603,85477.3448930738
1604,261525.527759312
1605,236767.71083908045
1606,167734.0193035565
1607,163938.22024575068
1608,210547.0394391049
1609,178409.16316490292
1610,154776.39255955527
1611,140451.73381983867
1612,171734.1470384896
1613,172711.44062331424
1614,120225.25567862102
1615,87338.98546792801
1616,74379.27446323268
1617,90125.09927396009
1618,127003.94711440055
1619,150850.3760892883
1620,166821.7847179759
1621,141624.90137993026
1622,147225.1555099097
1623,262742.6529675613
1624,216491.60536328584
1625,118568.95638605449
1626,165911.49619839506
1627,197126.3245311029
1628,287982.0854983147
1629,183735.233207026
1630,354442.87145033176
1631,211028.72473048154
1632,232410.6056555477
1633,173813.60615175188
1634,190650.73676241754
1635,174396.69990491832
1636,154168.18949516982
1637,216296.3117483675
1638,190307.7895990607
1639,185972.81310794767
1640,257746.29082548103
1641,177715.4382636492
1642,240339.6906201897
1643,215568.4401266539
1644,229392.12995558215
1645,198326.62874939095
1646,162195.51724567206
1647,156230.78887100526
1648,132802.8008239234
1649,140385.10230905592
1650,120279.75062405871
1651,119292.70572620227
1652,97143.74850770955
1653,101505.29821482992
1654,146483.18212511105
1655,142560.11977584436
1656,143891.41505469487
1657,149348.51421598828
1658,149876.3388519886
1659,124386.25792755905
1660,159869.79931909102
1661,466972.3960348131
1662,393685.2159156027
1663,375814.2975657921
1664,493214.2138315728
1665,306894.7775625711
1666,324544.57607310335
1667,391052.6518247476
1668,332170.2854277043
1669,298854.9161505994
1670,336821.1571681834
1671,265181.57463601837
1672,449845.50639908767
1673,295108.7425750442
1674,240428.0123899457
1675,194972.55354780713
1676,198180.4935899954
1677,222644.0262809773
1678,474498.35159933346
1679,390878.1816905557
1680,332505.3269919175
1681,241226.69159022192
1682,311682.58892834163
1683,181448.86742485155
1684,170960.3284800355
1685,169749.7513841838
1686,167589.26420056718
1687,168341.25521250817
1688,190567.03095482397
1689,195667.3399893712
1690,192812.78067402344
1691,179283.71068814915
1692,261547.1091202243
1693,168227.91809699338
